word		freq		rank		freq*rank 			 -60037.5
conjoined		3		21416		64248 			 4210.5
conjecture		3		21417		64251 			 4213.5
congruent		3		21418		64254 			 4216.5
Congress'		3		21419		64257 			 4219.5
Congregationalists		3		21420		64260 			 4222.5
congratulated		3		21421		64263 			 4225.5
Confucianism		3		21422		64266 			 4228.5
Confucian		3		21423		64269 			 4231.5
conformists		3		21424		64272 			 4234.5
conformist		3		21425		64275 			 4237.5
conformed		3		21426		64278 			 4240.5
conformation		3		21427		64281 			 4243.5
confirms		3		21428		64284 			 4246.5
confining		3		21429		64287 			 4249.5
configurations		3		21430		64290 			 4252.5
confide		3		21431		64293 			 4255.5
confessing		3		21432		64296 			 4258.5
confesses		3		21433		64299 			 4261.5
confer		3		21434		64302 			 4264.5
Confederation		3		21435		64305 			 4267.5
confederacy		3		21436		64308 			 4270.5
Coney		3		21437		64311 			 4273.5
conditional		3		21438		64314 			 4276.5
condemns		3		21439		64317 			 4279.5
concurs		3		21440		64320 			 4282.5
concession		3		21441		64323 			 4285.5
concerted		3		21442		64326 			 4288.5
Concerning		3		21443		64329 			 4291.5
Conant's		3		21444		64332 			 4294.5
compulsively		3		21445		64335 			 4297.5
comprising		3		21446		64338 			 4300.5
comprises		3		21447		64341 			 4303.5
compresses		3		21448		64344 			 4306.5
comprehending		3		21449		64347 			 4309.5
composing		3		21450		64350 			 4312.5
compliment		3		21451		64353 			 4315.5
completions		3		21452		64356 			 4318.5
Completing		3		21453		64359 			 4321.5
Complete		3		21454		64362 			 4324.5
complains		3		21455		64365 			 4327.5
competitor		3		21456		64368 			 4330.5
compensatory		3		21457		64371 			 4333.5
compensations		3		21458		64374 			 4336.5
compensate		3		21459		64377 			 4339.5
Compared		3		21460		64380 			 4342.5
community's		3		21461		64383 			 4345.5
communicator		3		21462		64386 			 4348.5
Communications		3		21463		64389 			 4351.5
Communication		3		21464		64392 			 4354.5
communicated		3		21465		64395 			 4357.5
commune		3		21466		64398 			 4360.5
Commonweal		3		21467		64401 			 4363.5
Commons		3		21468		64404 			 4366.5
Commodore		3		21469		64407 			 4369.5
Committees		3		21470		64410 			 4372.5
Committeemen		3		21471		64413 			 4375.5
commenting		3		21472		64416 			 4378.5
commentator		3		21473		64419 			 4381.5
Commentary		3		21474		64422 			 4384.5
commencement		3		21475		64425 			 4387.5
commence		3		21476		64428 			 4390.5
commander-in-chief		3		21477		64431 			 4393.5
comin		3		21478		64434 			 4396.5
Combine		3		21479		64437 			 4399.5
colossal		3		21480		64440 			 4402.5
Colors		3		21481		64443 			 4405.5
colorless		3		21482		64446 			 4408.5
Color		3		21483		64449 			 4411.5
colonnade		3		21484		64452 			 4414.5
colonialism		3		21485		64455 			 4417.5
Colman		3		21486		64458 			 4420.5
collusion		3		21487		64461 			 4423.5
collegiate		3		21488		64464 			 4426.5
collapsing		3		21489		64467 			 4429.5
collagen		3		21490		64470 			 4432.5
colde		3		21491		64473 			 4435.5
coined		3		21492		64476 			 4438.5
Cohen		3		21493		64479 			 4441.5
coefficients		3		21494		64482 			 4444.5
coefficient		3		21495		64485 			 4447.5
coding		3		21496		64488 			 4450.5
cocoon		3		21497		64491 			 4453.5
cocky		3		21498		64494 			 4456.5
cobra		3		21499		64497 			 4459.5
coaxed		3		21500		64500 			 4462.5
coasted		3		21501		64503 			 4465.5
coastal		3		21502		64506 			 4468.5
coachman		3		21503		64509 			 4471.5
CO		3		21504		64512 			 4474.5
clutches		3		21505		64515 			 4477.5
cloying		3		21506		64518 			 4480.5
clown		3		21507		64521 			 4483.5
cloudburst		3		21508		64524 			 4486.5
Cloud		3		21509		64527 			 4489.5
clot		3		21510		64530 			 4492.5
Closely		3		21511		64533 			 4495.5
clockwise		3		21512		64536 			 4498.5
cloak		3		21513		64539 			 4501.5
clipped		3		21514		64542 			 4504.5
Clinton		3		21515		64545 			 4507.5
Clinico-pathologic		3		21516		64548 			 4510.5
clinic		3		21517		64551 			 4513.5
clings		3		21518		64554 			 4516.5
Clifton		3		21519		64557 			 4519.5
Cliff		3		21520		64560 			 4522.5
clientele		3		21521		64563 			 4525.5
Cliburn		3		21522		64566 			 4528.5
cleverness		3		21523		64569 			 4531.5
Clements		3		21524		64572 			 4534.5
Clemente		3		21525		64575 			 4537.5
Clayton's		3		21526		64578 			 4540.5
claws		3		21527		64581 			 4543.5
classmate		3		21528		64584 			 4546.5
clasping		3		21529		64587 			 4549.5
clasped		3		21530		64590 			 4552.5
clarifying		3		21531		64593 			 4555.5
Clara		3		21532		64596 			 4558.5
clamping		3		21533		64599 			 4561.5
clam		3		21534		64602 			 4564.5
Ciudad		3		21535		64605 			 4567.5
citizenship		3		21536		64608 			 4570.5
citizenry		3		21537		64611 			 4573.5
Circumstance		3		21538		64614 			 4576.5
circumspect		3		21539		64617 			 4579.5
circumference		3		21540		64620 			 4582.5
cinematic		3		21541		64623 			 4585.5
cinema		3		21542		64626 			 4588.5
cinch		3		21543		64629 			 4591.5
ciliated		3		21544		64632 			 4594.5
churning		3		21545		64635 			 4597.5
churchmen		3		21546		64638 			 4600.5
churchgoing		3		21547		64641 			 4603.5
Chrysler		3		21548		64644 			 4606.5
chromium		3		21549		64647 			 4609.5
chromatographic		3		21550		64650 			 4612.5
Christendom		3		21551		64653 			 4615.5
chortled		3		21552		64656 			 4618.5
choreography		3		21553		64659 			 4621.5
choreographic		3		21554		64662 			 4624.5
chops		3		21555		64665 			 4627.5
choppy		3		21556		64668 			 4630.5
chopped		3		21557		64671 			 4633.5
chop		3		21558		64674 			 4636.5
Choice		3		21559		64677 			 4639.5
Choctaws		3		21560		64680 			 4642.5
Chisholm		3		21561		64683 			 4645.5
China's		3		21562		64686 			 4648.5
chimneys		3		21563		64689 			 4651.5
childbirth		3		21564		64692 			 4654.5
Child		3		21565		64695 			 4657.5
Chiefs		3		21566		64698 			 4660.5
chiefs		3		21567		64701 			 4663.5
chick		3		21568		64704 			 4666.5
Cheyennes		3		21569		64707 			 4669.5
chess		3		21570		64710 			 4672.5
Cherkasov		3		21571		64713 			 4675.5
Chenoweth		3		21572		64716 			 4678.5
Chen		3		21573		64719 			 4681.5
Chemical		3		21574		64722 			 4684.5
cheery		3		21575		64725 			 4687.5
checklist		3		21576		64728 			 4690.5
cheaply		3		21577		64731 			 4693.5
Chavez		3		21578		64734 			 4696.5
chattered		3		21579		64737 			 4699.5
Chattanooga		3		21580		64740 			 4702.5
Chatham		3		21581		64743 			 4705.5
Chateau		3		21582		64746 			 4708.5
chasing		3		21583		64749 			 4711.5
charters		3		21584		64752 			 4714.5
charmed		3		21585		64755 			 4717.5
Charlottesville		3		21586		64758 			 4720.5
Charlotte's		3		21587		64761 			 4723.5
chariot		3		21588		64764 			 4726.5
charge-excess		3		21589		64767 			 4729.5
Chaplin		3		21590		64770 			 4732.5
chaplain		3		21591		64773 			 4735.5
chap.		3		21592		64776 			 4738.5
chants		3		21593		64779 			 4741.5
channeled		3		21594		64782 			 4744.5
Change		3		21595		64785 			 4747.5
chandelier		3		21596		64788 			 4750.5
chanced		3		21597		64791 			 4753.5
Champlain		3		21598		64794 			 4756.5
Chambers		3		21599		64797 			 4759.5
chambermaid		3		21600		64800 			 4762.5
chalk		3		21601		64803 			 4765.5
cesium-137		3		21602		64806 			 4768.5
certification		3		21603		64809 			 4771.5
ceramics		3		21604		64812 			 4774.5
Centrality		3		21605		64815 			 4777.5
Centennial		3		21606		64818 			 4780.5
centennial		3		21607		64821 			 4783.5
censuses		3		21608		64824 			 4786.5
Census		3		21609		64827 			 4789.5
censure		3		21610		64830 			 4792.5
cellular		3		21611		64833 			 4795.5
celebrity		3		21612		64836 			 4798.5
celebrities		3		21613		64839 			 4801.5
Cedric		3		21614		64842 			 4804.5
Cecilia		3		21615		64845 			 4807.5
ceases		3		21616		64848 			 4810.5
ceaseless		3		21617		64851 			 4813.5
cattlemen		3		21618		64854 			 4816.5
catsup		3		21619		64857 			 4819.5
cathedrals		3		21620		64860 			 4822.5
catering		3		21621		64863 			 4825.5
cater		3		21622		64866 			 4828.5
categorical		3		21623		64869 			 4831.5
catalyst		3		21624		64872 			 4834.5
catalogues		3		21625		64875 			 4837.5
castles		3		21626		64878 			 4840.5
caste		3		21627		64881 			 4843.5
Cash		3		21628		64884 			 4846.5
Cascading		3		21629		64887 			 4849.5
Casbah		3		21630		64890 			 4852.5
carve		3		21631		64893 			 4855.5
cartoonist		3		21632		64896 			 4858.5
cartoon		3		21633		64899 			 4861.5
Cars		3		21634		64902 			 4864.5
carrots		3		21635		64905 			 4867.5
Carraway		3		21636		64908 			 4870.5
carping		3		21637		64911 			 4873.5
carpeted		3		21638		64914 			 4876.5
Carolinians		3		21639		64917 			 4879.5
Caroli		3		21640		64920 			 4882.5
carne		3		21641		64923 			 4885.5
Carmer's		3		21642		64926 			 4888.5
Carlson		3		21643		64929 			 4891.5
carload		3		21644		64932 			 4894.5
carelessly		3		21645		64935 			 4897.5
Carefully		3		21646		64938 			 4900.5
Cards		3		21647		64941 			 4903.5
cardinals		3		21648		64944 			 4906.5
caravan		3		21649		64947 			 4909.5
capsules		3		21650		64950 			 4912.5
capital's		3		21651		64953 			 4915.5
Capitalism		3		21652		64956 			 4918.5
cape		3		21653		64959 			 4921.5
canvass		3		21654		64962 			 4924.5
canto		3		21655		64965 			 4927.5
Cannon		3		21656		64968 			 4930.5
candid		3		21657		64971 			 4933.5
Canal		3		21658		64974 			 4936.5
Campus		3		21659		64977 			 4939.5
camper		3		21660		64980 			 4942.5
campaigning		3		21661		64983 			 4945.5
camouflage		3		21662		64986 			 4948.5
calving		3		21663		64989 			 4951.5
caloric		3		21664		64992 			 4954.5
callers		3		21665		64995 			 4957.5
California's		3		21666		64998 			 4960.5
calibrated		3		21667		65001 			 4963.5
calibers		3		21668		65004 			 4966.5
Calf		3		21669		65007 			 4969.5
Caldwell		3		21670		65010 			 4972.5
Calcium		3		21671		65013 			 4975.5
cakes		3		21672		65016 			 4978.5
cadre		3		21673		65019 			 4981.5
cadenza		3		21674		65022 			 4984.5
cackled		3		21675		65025 			 4987.5
Cable		3		21676		65028 			 4990.5
cabana		3		21677		65031 			 4993.5
Byrd's		3		21678		65034 			 4996.5
byproducts		3		21679		65037 			 4999.5
by-product		3		21680		65040 			 5002.5
bypass		3		21681		65043 			 5005.5
butted		3		21682		65046 			 5008.5
busts		3		21683		65049 			 5011.5
Buster		3		21684		65052 			 5014.5
busted		3		21685		65055 			 5017.5
Bushell		3		21686		65058 			 5020.5
Buri		3		21687		65061 			 5023.5
bureaucratic		3		21688		65064 			 5026.5
bureaucracies		3		21689		65067 			 5029.5
bunt		3		21690		65070 			 5032.5
bunker		3		21691		65073 			 5035.5
bundled		3		21692		65076 			 5038.5
bully		3		21693		65079 			 5041.5
bulging		3		21694		65082 			 5044.5
bulged		3		21695		65085 			 5047.5
bulbs		3		21696		65088 			 5050.5
built-in		3		21697		65091 			 5053.5
Builder		3		21698		65094 			 5056.5
Buick		3		21699		65097 			 5059.5
Bugs		3		21700		65100 			 5062.5
bugging		3		21701		65103 			 5065.5
bug		3		21702		65106 			 5068.5
budge		3		21703		65109 			 5071.5
buckets		3		21704		65112 			 5074.5
bubbling		3		21705		65115 			 5077.5
B.'s		3		21706		65118 			 5080.5
Brussels		3		21707		65121 			 5083.5
Brush		3		21708		65124 			 5086.5
bruise		3		21709		65127 			 5089.5
Bruckner's		3		21710		65130 			 5092.5
Broun		3		21711		65133 			 5095.5
Brothers		3		21712		65136 			 5098.5
broth		3		21713		65139 			 5101.5
broods		3		21714		65142 			 5104.5
bronchi		3		21715		65145 			 5107.5
bronc		3		21716		65148 			 5110.5
brocade		3		21717		65151 			 5113.5
broadside		3		21718		65154 			 5116.5
Broadcasting		3		21719		65157 			 5119.5
broad-brimmed		3		21720		65160 			 5122.5
brittle		3		21721		65163 			 5125.5
Bristol		3		21722		65166 			 5128.5
bristling		3		21723		65169 			 5131.5
bristled		3		21724		65172 			 5134.5
bristle		3		21725		65175 			 5137.5
Brisbane		3		21726		65178 			 5140.5
brink		3		21727		65181 			 5143.5
Brief		3		21728		65184 			 5146.5
bridegroom		3		21729		65187 			 5149.5
bricklaying		3		21730		65190 			 5152.5
bricklayers		3		21731		65193 			 5155.5
bribed		3		21732		65196 			 5158.5
brevity		3		21733		65199 			 5161.5
Brenner's		3		21734		65202 			 5164.5
Brennan		3		21735		65205 			 5167.5
breath-taking		3		21736		65208 			 5170.5
breathtaking		3		21737		65211 			 5173.5
Breath		3		21738		65214 			 5176.5
breakup		3		21739		65217 			 5179.5
breakdowns		3		21740		65220 			 5182.5
Braves		3		21741		65223 			 5185.5
Brandel		3		21742		65226 			 5188.5
Brain		3		21743		65229 			 5191.5
brackish		3		21744		65232 			 5194.5
bracing		3		21745		65235 			 5197.5
boys'		3		21746		65238 			 5200.5
bows		3		21747		65241 			 5203.5
Bowman		3		21748		65244 			 5206.5
bowls		3		21749		65247 			 5209.5
Bowl		3		21750		65250 			 5212.5
bowing		3		21751		65253 			 5215.5
bouts		3		21752		65256 			 5218.5
Bourcier		3		21753		65259 			 5221.5
bounty		3		21754		65262 			 5224.5
Boundary		3		21755		65265 			 5227.5
boulders		3		21756		65268 			 5230.5
Boulder		3		21757		65271 			 5233.5
bottled		3		21758		65274 			 5236.5
bothers		3		21759		65277 			 5239.5
botany		3		21760		65280 			 5242.5
boss's		3		21761		65283 			 5245.5
borough		3		21762		65286 			 5248.5
Born		3		21763		65289 			 5251.5
Boris'		3		21764		65292 			 5254.5
borderline		3		21765		65295 			 5257.5
bop		3		21766		65298 			 5260.5
booths		3		21767		65301 			 5263.5
Booth		3		21768		65304 			 5266.5
boosting		3		21769		65307 			 5269.5
boosted		3		21770		65310 			 5272.5
boon		3		21771		65313 			 5275.5
bookshelves		3		21772		65316 			 5278.5
book's		3		21773		65319 			 5281.5
booby		3		21774		65322 			 5284.5
Bonn's		3		21775		65325 			 5287.5
bonfire		3		21776		65328 			 5290.5
Bondi		3		21777		65331 			 5293.5
bondage		3		21778		65334 			 5296.5
Bond		3		21779		65337 			 5299.5
bombproof		3		21780		65340 			 5302.5
Bomb		3		21781		65343 			 5305.5
bolt-action		3		21782		65346 			 5308.5
bolster		3		21783		65349 			 5311.5
boldness		3		21784		65352 			 5314.5
bogus		3		21785		65355 			 5317.5
Boeing		3		21786		65358 			 5320.5
body's		3		21787		65361 			 5323.5
bobbing		3		21788		65364 			 5326.5
boatswain		3		21789		65367 			 5329.5
boatman		3		21790		65370 			 5332.5
Boat		3		21791		65373 			 5335.5
boasting		3		21792		65376 			 5338.5
Boards		3		21793		65379 			 5341.5
blurted		3		21794		65382 			 5344.5
blur		3		21795		65385 			 5347.5
Blumberg		3		21796		65388 			 5350.5
blue-green		3		21797		65391 			 5353.5
blue-eyed		3		21798		65394 			 5356.5
bludgeon		3		21799		65397 			 5359.5
blotted		3		21800		65400 			 5362.5
blooms		3		21801		65403 			 5365.5
bloodshed		3		21802		65406 			 5368.5
bloodless		3		21803		65409 			 5371.5
blonde's		3		21804		65412 			 5374.5
blocking		3		21805		65415 			 5377.5
Blockade		3		21806		65418 			 5380.5
bloated		3		21807		65421 			 5383.5
blithely		3		21808		65424 			 5386.5
blister		3		21809		65427 			 5389.5
blinking		3		21810		65430 			 5392.5
blinds		3		21811		65433 			 5395.5
blighted		3		21812		65436 			 5398.5
blest		3		21813		65439 			 5401.5
bled		3		21814		65442 			 5404.5
bleakly		3		21815		65445 			 5407.5
Bldg.		3		21816		65448 			 5410.5
Blasingame		3		21817		65451 			 5413.5
blanks		3		21818		65454 			 5416.5
bland		3		21819		65457 			 5419.5
Blakey		3		21820		65460 			 5422.5
Blackwell		3		21821		65463 			 5425.5
Blackmer		3		21822		65466 			 5428.5
blacked		3		21823		65469 			 5431.5
Bizerte		3		21824		65472 			 5434.5
bitten		3		21825		65475 			 5437.5
Birth		3		21826		65478 			 5440.5
Birkhead		3		21827		65481 			 5443.5
birefringence		3		21828		65484 			 5446.5
biochemical		3		21829		65487 			 5449.5
Bill's		3		21830		65490 			 5452.5
Billie		3		21831		65493 			 5455.5
billed		3		21832		65496 			 5458.5
bile		3		21833		65499 			 5461.5
bidders		3		21834		65502 			 5464.5
bickering		3		21835		65505 			 5467.5
biceps		3		21836		65508 			 5470.5
biblical		3		21837		65511 			 5473.5
bewilderment		3		21838		65514 			 5476.5
beware		3		21839		65517 			 5479.5
bevy		3		21840		65520 			 5482.5
beverages		3		21841		65523 			 5485.5
beveled		3		21842		65526 			 5488.5
Betty		3		21843		65529 			 5491.5
betterment		3		21844		65532 			 5494.5
bets		3		21845		65535 			 5497.5
betrays		3		21846		65538 			 5500.5
Bess		3		21847		65541 			 5503.5
Berto		3		21848		65544 			 5506.5
berth		3		21849		65547 			 5509.5
berry		3		21850		65550 			 5512.5
berated		3		21851		65553 			 5515.5
bequests		3		21852		65556 			 5518.5
benefited		3		21853		65559 			 5521.5
beneficiaries		3		21854		65562 			 5524.5
benefactor		3		21855		65565 			 5527.5
Benedick		3		21856		65568 			 5530.5
Belt		3		21857		65571 			 5533.5
Bellini		3		21858		65574 			 5536.5
belied		3		21859		65577 			 5539.5
bel		3		21860		65580 			 5542.5
behold		3		21861		65583 			 5545.5
beheld		3		21862		65586 			 5548.5
behaviour		3		21863		65589 			 5551.5
behavioral		3		21864		65592 			 5554.5
beguiling		3		21865		65595 			 5557.5
Beer		3		21866		65598 			 5560.5
beeps		3		21867		65601 			 5563.5
bedtime		3		21868		65604 			 5566.5
Bede		3		21869		65607 			 5569.5
bedding		3		21870		65610 			 5572.5
Beckstrom		3		21871		65613 			 5575.5
beckons		3		21872		65616 			 5578.5
Beaumont		3		21873		65619 			 5581.5
Beat		3		21874		65622 			 5584.5
Beame		3		21875		65625 			 5587.5
beads		3		21876		65628 			 5590.5
Beadle		3		21877		65631 			 5593.5
BBB		3		21878		65634 			 5596.5
bayonets		3		21879		65637 			 5599.5
bayed		3		21880		65640 			 5602.5
bawdy		3		21881		65643 			 5605.5
Bavaria		3		21882		65646 			 5608.5
Baullari		3		21883		65649 			 5611.5
battling		3		21884		65652 			 5614.5
Battery		3		21885		65655 			 5617.5
batteries		3		21886		65658 			 5620.5
batten		3		21887		65661 			 5623.5
Batista's		3		21888		65664 			 5626.5
bathrobe		3		21889		65667 			 5629.5
Batavia		3		21890		65670 			 5632.5
bas-relief		3		21891		65673 			 5635.5
basing		3		21892		65676 			 5638.5
baseman		3		21893		65679 			 5641.5
Based		3		21894		65682 			 5644.5
baseball's		3		21895		65685 			 5647.5
Bascom		3		21896		65688 			 5650.5
Barton's		3		21897		65691 			 5653.5
Bartlett		3		21898		65694 			 5656.5
Barstow		3		21899		65697 			 5659.5
Barry		3		21900		65700 			 5662.5
barring		3		21901		65703 			 5665.5
barricade		3		21902		65706 			 5668.5
barracks		3		21903		65709 			 5671.5
Baroque		3		21904		65712 			 5674.5
barges		3		21905		65715 			 5677.5
bargains		3		21906		65718 			 5680.5
barest		3		21907		65721 			 5683.5
bard		3		21908		65724 			 5686.5
barber		3		21909		65727 			 5689.5
barbecues		3		21910		65730 			 5692.5
barbarians		3		21911		65733 			 5695.5
Bantus		3		21912		65736 			 5698.5
banquets		3		21913		65739 			 5701.5
bandits		3		21914		65742 			 5704.5
bandit		3		21915		65745 			 5707.5
bandages		3		21916		65748 			 5710.5
balustrade		3		21917		65751 			 5713.5
Baltic		3		21918		65754 			 5716.5
ballplayers		3		21919		65757 			 5719.5
balloons		3		21920		65760 			 5722.5
ballets		3		21921		65763 			 5725.5
bales		3		21922		65766 			 5728.5
Bailly		3		21923		65769 			 5731.5
bailing		3		21924		65772 			 5734.5
Bailey		3		21925		65775 			 5737.5
Bad		3		21926		65778 			 5740.5
backyards		3		21927		65781 			 5743.5
backstitch		3		21928		65784 			 5746.5
babes		3		21929		65787 			 5749.5
b		3		21930		65790 			 5752.5
azaleas		3		21931		65793 			 5755.5
axiomatic		3		21932		65796 			 5758.5
awkwardly		3		21933		65799 			 5761.5
Away		3		21934		65802 			 5764.5
awarding		3		21935		65805 			 5767.5
awakening		3		21936		65808 			 5770.5
awaits		3		21937		65811 			 5773.5
Aw		3		21938		65814 			 5776.5
avoids		3		21939		65817 			 5779.5
aviator		3		21940		65820 			 5782.5
Aviation		3		21941		65823 			 5785.5
averting		3		21942		65826 			 5788.5
averted		3		21943		65829 			 5791.5
Average		3		21944		65832 			 5794.5
autos		3		21945		65835 			 5797.5
autopsy		3		21946		65838 			 5800.5
autoloader		3		21947		65841 			 5803.5
autograph		3		21948		65844 			 5806.5
autofluorescence		3		21949		65847 			 5809.5
Autocracies		3		21950		65850 			 5812.5
autobiographical		3		21951		65853 			 5815.5
authorship		3		21952		65856 			 5818.5
Authority's		3		21953		65859 			 5821.5
Authorities		3		21954		65862 			 5824.5
Auntie		3		21955		65865 			 5827.5
auditors		3		21956		65868 			 5830.5
audition		3		21957		65871 			 5833.5
audacity		3		21958		65874 			 5836.5
attuned		3		21959		65877 			 5839.5
attributing		3		21960		65880 			 5842.5
attracts		3		21961		65883 			 5845.5
Attorneys		3		21962		65886 			 5848.5
Attendance		3		21963		65889 			 5851.5
attackers		3		21964		65892 			 5854.5
attaching		3		21965		65895 			 5857.5
atrophic		3		21966		65898 			 5860.5
Athletics		3		21967		65901 			 5863.5
atheists		3		21968		65904 			 5866.5
astrophysics		3		21969		65907 			 5869.5
astride		3		21970		65910 			 5872.5
astray		3		21971		65913 			 5875.5
assuredly		3		21972		65916 			 5878.5
assurances		3		21973		65919 			 5881.5
Assumption		3		21974		65922 			 5884.5
Associations		3		21975		65925 			 5887.5
assertions		3		21976		65928 			 5890.5
assented		3		21977		65931 			 5893.5
assemblage		3		21978		65934 			 5896.5
assassination		3		21979		65937 			 5899.5
assail		3		21980		65940 			 5902.5
aspirin		3		21981		65943 			 5905.5
aspire		3		21982		65946 			 5908.5
aspiration		3		21983		65949 			 5911.5
asphalt		3		21984		65952 			 5914.5
Ash		3		21985		65955 			 5917.5
arylesterase		3		21986		65958 			 5920.5
artistry		3		21987		65961 			 5923.5
Artillery		3		21988		65964 			 5926.5
artfully		3		21989		65967 			 5929.5
arteriolar		3		21990		65970 			 5932.5
arsenal		3		21991		65973 			 5935.5
arroyo		3		21992		65976 			 5938.5
arrogance		3		21993		65979 			 5941.5
Arriving		3		21994		65982 			 5944.5
arrivals		3		21995		65985 			 5947.5
arrests		3		21996		65988 			 5950.5
arousing		3		21997		65991 			 5953.5
arousal		3		21998		65994 			 5956.5
aroma		3		21999		65997 			 5959.5
arm's		3		22000		66000 			 5962.5
armored		3		22001		66003 			 5965.5
armhole		3		22002		66006 			 5968.5
Arm		3		22003		66009 			 5971.5
Arithmetic		3		22004		66012 			 5974.5
Ariadne		3		22005		66015 			 5977.5
Argon		3		22006		66018 			 5980.5
Arger		3		22007		66021 			 5983.5
arenas		3		22008		66024 			 5986.5
ardor		3		22009		66027 			 5989.5
Arden		3		22010		66030 			 5992.5
Architect		3		22011		66033 			 5995.5
Archangel		3		22012		66036 			 5998.5
Arch		3		22013		66039 			 6001.5
arcade		3		22014		66042 			 6004.5
Arbogast		3		22015		66045 			 6007.5
arbitrate		3		22016		66048 			 6010.5
arable		3		22017		66051 			 6013.5
aptitude		3		22018		66054 			 6016.5
approximations		3		22019		66057 			 6019.5
Approved		3		22020		66060 			 6022.5
apprentices		3		22021		66063 			 6025.5
apprehensively		3		22022		66066 			 6028.5
appetites		3		22023		66069 			 6031.5
appeasement		3		22024		66072 			 6034.5
apparition		3		22025		66075 			 6037.5
apothecary		3		22026		66078 			 6040.5
apologies		3		22027		66081 			 6043.5
apologetic		3		22028		66084 			 6046.5
apocalyptic		3		22029		66087 			 6049.5
ape		3		22030		66090 			 6052.5
apathy		3		22031		66093 			 6055.5
apartheid		3		22032		66096 			 6058.5
aorta		3		22033		66099 			 6061.5
Anybody		3		22034		66102 			 6064.5
Anxiety		3		22035		66105 			 6067.5
Antoine's		3		22036		66108 			 6070.5
Antler		3		22037		66111 			 6073.5
antithesis		3		22038		66114 			 6076.5
anti-submarine		3		22039		66117 			 6079.5
anti-Semites		3		22040		66120 			 6082.5
antiques		3		22041		66123 			 6085.5
anti-intellectual		3		22042		66126 			 6088.5
anti-French		3		22043		66129 			 6091.5
anticipations		3		22044		66132 			 6094.5
anti-A		3		22045		66135 			 6097.5
anthology		3		22046		66138 			 6100.5
Anthea		3		22047		66141 			 6103.5
antennae		3		22048		66144 			 6106.5
ante-bellum		3		22049		66147 			 6109.5
ante		3		22050		66150 			 6112.5
antagonist		3		22051		66153 			 6115.5
Answer		3		22052		66156 			 6118.5
annum		3		22053		66159 			 6121.5
announces		3		22054		66162 			 6124.5
animosity		3		22055		66165 			 6127.5
animal's		3		22056		66168 			 6130.5
Angry		3		22057		66171 			 6133.5
Angola		3		22058		66174 			 6136.5
Angel's		3		22059		66177 			 6139.5
Angeles'		3		22060		66180 			 6142.5
Androfski		3		22061		66183 			 6145.5
Andre		3		22062		66186 			 6148.5
Andover		3		22063		66189 			 6151.5
analyst's		3		22064		66192 			 6154.5
anachronism		3		22065		66195 			 6157.5
amuse		3		22066		66198 			 6160.5
Amsterdam		3		22067		66201 			 6163.5
Amos		3		22068		66204 			 6166.5
amortization		3		22069		66207 			 6169.5
amidst		3		22070		66210 			 6172.5
American-Negro		3		22071		66213 			 6175.5
Amendments		3		22072		66216 			 6178.5
amenable		3		22073		66219 			 6181.5
Ambiguity		3		22074		66222 			 6184.5
amber		3		22075		66225 			 6187.5
amazingly		3		22076		66228 			 6190.5
amaze		3		22077		66231 			 6193.5
amateurish		3		22078		66234 			 6196.5
Amateur		3		22079		66237 			 6199.5
Am		3		22080		66240 			 6202.5
Alvarez		3		22081		66243 			 6205.5
alternatively		3		22082		66246 			 6208.5
Alsop		3		22083		66249 			 6211.5
Alsatian		3		22084		66252 			 6214.5
aloft		3		22085		66255 			 6217.5
allusion		3		22086		66258 			 6220.5
all-time		3		22087		66261 			 6223.5
alloys		3		22088		66264 			 6226.5
allocate		3		22089		66267 			 6229.5
allocable		3		22090		66270 			 6232.5
allegory		3		22091		66273 			 6235.5
allegorical		3		22092		66276 			 6238.5
alleging		3		22093		66279 			 6241.5
alight		3		22094		66282 			 6244.5
aliens		3		22095		66285 			 6247.5
Algol		3		22096		66288 			 6250.5
algebraically		3		22097		66291 			 6253.5
Alfred's		3		22098		66294 			 6256.5
Alfredo		3		22099		66297 			 6259.5
Alexander's		3		22100		66300 			 6262.5
alerted		3		22101		66303 			 6265.5
alcoholic		3		22102		66306 			 6268.5
Albright		3		22103		66309 			 6271.5
Albania		3		22104		66312 			 6274.5
alabaster		3		22105		66315 			 6277.5
airs		3		22106		66318 			 6280.5
airmail		3		22107		66321 			 6283.5
Airlines		3		22108		66324 			 6286.5
Ahmet		3		22109		66327 			 6289.5
Ahead		3		22110		66330 			 6292.5
Agricultural		3		22111		66333 			 6295.5
Agreeable		3		22112		66336 			 6298.5
agonizing		3		22113		66339 			 6301.5
aging		3		22114		66342 			 6304.5
agility		3		22115		66345 			 6307.5
aggrieved		3		22116		66348 			 6310.5
aggressions		3		22117		66351 			 6313.5
aggravated		3		22118		66354 			 6316.5
agglomeration		3		22119		66357 			 6319.5
afternoon's		3		22120		66360 			 6322.5
aflame		3		22121		66363 			 6325.5
Af-fold		3		22122		66366 			 6328.5
affectionately		3		22123		66369 			 6331.5
aerosols		3		22124		66372 			 6334.5
aerosolized		3		22125		66375 			 6337.5
advocacy		3		22126		66378 			 6340.5
advising		3		22127		66381 			 6343.5
advertisers		3		22128		66384 			 6346.5
advertisements		3		22129		66387 			 6349.5
advertise		3		22130		66390 			 6352.5
adversely		3		22131		66393 			 6355.5
adversaries		3		22132		66396 			 6358.5
Advance		3		22133		66399 			 6361.5
